flight_id,departure_city,departure_country,arrival_city,arrival_country,price,class_name,price_rate,weight_allowed,number_of_meals,departure_date,departure_time,duration,departure_datetime,detailed_route
1,Karachi,Pakistan,Karachi,Pakistan,650,Economy,1,30 kg,1,10/1/2024,23:57:00,0 days 16:00:00,10/1/2024 23:57,Karachi Pakistan to Karachi Pakistan | Class: Economy | Price: 650 | Departure: 2024-10-01 23:57:00 | Duration: 0 days 16:00:00
439,Moscow,Russia,Damascus,Syria,351,Business,2,40 kg,2,12/13/2025,16:13:00,0 days 16:00:00,12/13/2025 16:13,Moscow Russia to Damascus Syria | Class: Business | Price: 351 | Departure: 2025-12-13 16:13:00 | Duration: 0 days 16:00:00
460,Moscow,Russia,Damascus,Syria,430,Economy,1,30 kg,1,1/3/2026,12:11:00,0 days 07:00:00,1/3/2026 12:11,Moscow Russia to Damascus Syria | Class: Economy | Price: 430 | Departure: 2026-01-03 12:11:00 | Duration: 0 days 07:00:00
460,Moscow,Russia,Damascus,Syria,430,Business,2,40 kg,2,1/3/2026,12:11:00,0 days 07:00:00,1/3/2026 12:11,Moscow Russia to Damascus Syria | Class: Business | Price: 430 | Departure: 2026-01-03 12:11:00 | Duration: 0 days 07:00:00
475,Moscow,Russia,Damascus,Syria,131,Economy,1,30 kg,1,1/18/2026,18:35:00,0 days 18:00:00,1/18/2026 18:35,Moscow Russia to Damascus Syria | Class: Economy | Price: 131 | Departure: 2026-01-18 18:35:00 | Duration: 0 days 18:00:00
475,Moscow,Russia,Damascus,Syria,131,Business,2,40 kg,2,1/18/2026,18:35:00,0 days 18:00:00,1/18/2026 18:35,Moscow Russia to Damascus Syria | Class: Business | Price: 131 | Departure: 2026-01-18 18:35:00 | Duration: 0 days 18:00:00
544,Moscow,Russia,Damascus,Syria,231,Economy,1,30 kg,1,3/28/2026,23:01:00,0 days 20:00:00,3/28/2026 23:01,Moscow Russia to Damascus Syria | Class: Economy | Price: 231 | Departure: 2026-03-28 23:01:00 | Duration: 0 days 20:00:00
544,Moscow,Russia,Damascus,Syria,231,Business,2,40 kg,2,3/28/2026,23:01:00,0 days 20:00:00,3/28/2026 23:01,Moscow Russia to Damascus Syria | Class: Business | Price: 231 | Departure: 2026-03-28 23:01:00 | Duration: 0 days 20:00:00
572,Moscow,Russia,Damascus,Syria,372,Economy,1,30 kg,1,4/25/2026,13:11:00,0 days 06:00:00,4/25/2026 13:11,Moscow Russia to Damascus Syria | Class: Economy | Price: 372 | Departure: 2026-04-25 13:11:00 | Duration: 0 days 06:00:00
572,Moscow,Russia,Damascus,Syria,372,Business,2,40 kg,2,4/25/2026,13:11:00,0 days 06:00:00,4/25/2026 13:11,Moscow Russia to Damascus Syria | Class: Business | Price: 372 | Departure: 2026-04-25 13:11:00 | Duration: 0 days 06:00:00
614,Moscow,Russia,Damascus,Syria,310,Economy,1,30 kg,1,6/6/2026,1:35:00,0 days 11:00:00,6/6/2026 1:35,Moscow Russia to Damascus Syria | Class: Economy | Price: 310 | Departure: 2026-06-06 01:35:00 | Duration: 0 days 11:00:00
614,Moscow,Russia,Damascus,Syria,310,Business,2,40 kg,2,6/6/2026,1:35:00,0 days 11:00:00,6/6/2026 1:35,Moscow Russia to Damascus Syria | Class: Business | Price: 310 | Departure: 2026-06-06 01:35:00 | Duration: 0 days 11:00:00
633,Moscow,Russia,Damascus,Syria,159,Economy,1,30 kg,1,6/25/2026,7:16:00,0 days 09:00:00,6/25/2026 7:16,Moscow Russia to Damascus Syria | Class: Economy | Price: 159 | Departure: 2026-06-25 07:16:00 | Duration: 0 days 09:00:00
633,Moscow,Russia,Damascus,Syria,159,Business,2,40 kg,2,6/25/2026,7:16:00,0 days 09:00:00,6/25/2026 7:16,Moscow Russia to Damascus Syria | Class: Business | Price: 159 | Departure: 2026-06-25 07:16:00 | Duration: 0 days 09:00:00
654,Moscow,Russia,Damascus,Syria,264,Economy,1,30 kg,1,7/16/2026,15:16:00,0 days 06:00:00,7/16/2026 15:16,Moscow Russia to Damascus Syria | Class: Economy | Price: 264 | Departure: 2026-07-16 15:16:00 | Duration: 0 days 06:00:00
654,Moscow,Russia,Damascus,Syria,264,Business,2,40 kg,2,7/16/2026,15:16:00,0 days 06:00:00,7/16/2026 15:16,Moscow Russia to Damascus Syria | Class: Business | Price: 264 | Departure: 2026-07-16 15:16:00 | Duration: 0 days 06:00:00
675,Moscow,Russia,Damascus,Syria,116,Economy,1,30 kg,1,8/6/2026,12:15:00,0 days 05:00:00,8/6/2026 12:15,Moscow Russia to Damascus Syria | Class: Economy | Price: 116 | Departure: 2026-08-06 12:15:00 | Duration: 0 days 05:00:00
675,Moscow,Russia,Damascus,Syria,116,Business,2,40 kg,2,8/6/2026,12:15:00,0 days 05:00:00,8/6/2026 12:15,Moscow Russia to Damascus Syria | Class: Business | Price: 116 | Departure: 2026-08-06 12:15:00 | Duration: 0 days 05:00:00
681,Moscow,Russia,Damascus,Syria,117,Economy,1,30 kg,1,8/12/2026,7:00:00,0 days 08:00:00,8/12/2026 7:00,Moscow Russia to Damascus Syria | Class: Economy | Price: 117 | Departure: 2026-08-12 07:00:00 | Duration: 0 days 08:00:00
681,Moscow,Russia,Damascus,Syria,117,Business,2,40 kg,2,8/12/2026,7:00:00,0 days 08:00:00,8/12/2026 7:00,Moscow Russia to Damascus Syria | Class: Business | Price: 117 | Departure: 2026-08-12 07:00:00 | Duration: 0 days 08:00:00
700,Moscow,Russia,Damascus,Syria,282,Economy,1,30 kg,1,8/31/2026,13:41:00,0 days 09:00:00,8/31/2026 13:41,Moscow Russia to Damascus Syria | Class: Economy | Price: 282 | Departure: 2026-08-31 13:41:00 | Duration: 0 days 09:00:00
700,Moscow,Russia,Damascus,Syria,282,Business,2,40 kg,2,8/31/2026,13:41:00,0 days 09:00:00,8/31/2026 13:41,Moscow Russia to Damascus Syria | Class: Business | Price: 282 | Departure: 2026-08-31 13:41:00 | Duration: 0 days 09:00:00
703,Moscow,Russia,Damascus,Syria,301,Economy,1,30 kg,1,9/3/2026,5:42:00,0 days 12:00:00,9/3/2026 5:42,Moscow Russia to Damascus Syria | Class: Economy | Price: 301 | Departure: 2026-09-03 05:42:00 | Duration: 0 days 12:00:00
703,Moscow,Russia,Damascus,Syria,301,Business,2,40 kg,2,9/3/2026,5:42:00,0 days 12:00:00,9/3/2026 5:42,Moscow Russia to Damascus Syria | Class: Business | Price: 301 | Departure: 2026-09-03 05:42:00 | Duration: 0 days 12:00:00
718,Moscow,Russia,Damascus,Syria,250,Economy,1,30 kg,1,9/18/2026,1:23:00,0 days 03:00:00,9/18/2026 1:23,Moscow Russia to Damascus Syria | Class: Economy | Price: 250 | Departure: 2026-09-18 01:23:00 | Duration: 0 days 03:00:00
718,Moscow,Russia,Damascus,Syria,250,Business,2,40 kg,2,9/18/2026,1:23:00,0 days 03:00:00,9/18/2026 1:23,Moscow Russia to Damascus Syria | Class: Business | Price: 250 | Departure: 2026-09-18 01:23:00 | Duration: 0 days 03:00:00
755,Moscow,Russia,Damascus,Syria,186,Economy,1,30 kg,1,10/25/2026,21:28:00,0 days 14:00:00,10/25/2026 21:28,Moscow Russia to Damascus Syria | Class: Economy | Price: 186 | Departure: 2026-10-25 21:28:00 | Duration: 0 days 14:00:00
755,Moscow,Russia,Damascus,Syria,186,Business,2,40 kg,2,10/25/2026,21:28:00,0 days 14:00:00,10/25/2026 21:28,Moscow Russia to Damascus Syria | Class: Business | Price: 186 | Departure: 2026-10-25 21:28:00 | Duration: 0 days 14:00:00
784,Moscow,Russia,Damascus,Syria,416,Economy,1,30 kg,1,11/23/2026,15:37:00,0 days 04:00:00,11/23/2026 15:37,Moscow Russia to Damascus Syria | Class: Economy | Price: 416 | Departure: 2026-11-23 15:37:00 | Duration: 0 days 04:00:00
784,Moscow,Russia,Damascus,Syria,416,Business,2,40 kg,2,11/23/2026,15:37:00,0 days 04:00:00,11/23/2026 15:37,Moscow Russia to Damascus Syria | Class: Business | Price: 416 | Departure: 2026-11-23 15:37:00 | Duration: 0 days 04:00:00
814,Moscow,Russia,Damascus,Syria,159,Economy,1,30 kg,1,12/23/2026,19:33:00,0 days 02:00:00,12/23/2026 19:33,Moscow Russia to Damascus Syria | Class: Economy | Price: 159 | Departure: 2026-12-23 19:33:00 | Duration: 0 days 02:00:00
814,Moscow,Russia,Damascus,Syria,159,Business,2,40 kg,2,12/23/2026,19:33:00,0 days 02:00:00,12/23/2026 19:33,Moscow Russia to Damascus Syria | Class: Business | Price: 159 | Departure: 2026-12-23 19:33:00 | Duration: 0 days 02:00:00
826,Moscow,Russia,Damascus,Syria,500,Economy,1,30 kg,1,1/4/2027,8:13:00,0 days 11:00:00,1/4/2027 8:13,Moscow Russia to Damascus Syria | Class: Economy | Price: 500 | Departure: 2027-01-04 08:13:00 | Duration: 0 days 11:00:00
826,Moscow,Russia,Damascus,Syria,500,Business,2,40 kg,2,1/4/2027,8:13:00,0 days 11:00:00,1/4/2027 8:13,Moscow Russia to Damascus Syria | Class: Business | Price: 500 | Departure: 2027-01-04 08:13:00 | Duration: 0 days 11:00:00
863,Moscow,Russia,Damascus,Syria,123,Economy,1,30 kg,1,2/10/2027,19:58:00,0 days 18:00:00,2/10/2027 19:58,Moscow Russia to Damascus Syria | Class: Economy | Price: 123 | Departure: 2027-02-10 19:58:00 | Duration: 0 days 18:00:00
863,Moscow,Russia,Damascus,Syria,123,Business,2,40 kg,2,2/10/2027,19:58:00,0 days 18:00:00,2/10/2027 19:58,Moscow Russia to Damascus Syria | Class: Business | Price: 123 | Departure: 2027-02-10 19:58:00 | Duration: 0 days 18:00:00
869,Moscow,Russia,Damascus,Syria,453,Economy,1,30 kg,1,2/16/2027,4:25:00,0 days 10:00:00,2/16/2027 4:25,Moscow Russia to Damascus Syria | Class: Economy | Price: 453 | Departure: 2027-02-16 04:25:00 | Duration: 0 days 10:00:00
869,Moscow,Russia,Damascus,Syria,453,Business,2,40 kg,2,2/16/2027,4:25:00,0 days 10:00:00,2/16/2027 4:25,Moscow Russia to Damascus Syria | Class: Business | Price: 453 | Departure: 2027-02-16 04:25:00 | Duration: 0 days 10:00:00
934,Moscow,Russia,Damascus,Syria,346,Economy,1,30 kg,1,4/22/2027,12:07:00,0 days 06:00:00,4/22/2027 12:07,Moscow Russia to Damascus Syria | Class: Economy | Price: 346 | Departure: 2027-04-22 12:07:00 | Duration: 0 days 06:00:00
934,Moscow,Russia,Damascus,Syria,346,Business,2,40 kg,2,4/22/2027,12:07:00,0 days 06:00:00,4/22/2027 12:07,Moscow Russia to Damascus Syria | Class: Business | Price: 346 | Departure: 2027-04-22 12:07:00 | Duration: 0 days 06:00:00
942,Moscow,Russia,Damascus,Syria,205,Economy,1,30 kg,1,4/30/2027,20:32:00,0 days 12:00:00,4/30/2027 20:32,Moscow Russia to Damascus Syria | Class: Economy | Price: 205 | Departure: 2027-04-30 20:32:00 | Duration: 0 days 12:00:00
942,Moscow,Russia,Damascus,Syria,205,Business,2,40 kg,2,4/30/2027,20:32:00,0 days 12:00:00,4/30/2027 20:32,Moscow Russia to Damascus Syria | Class: Business | Price: 205 | Departure: 2027-04-30 20:32:00 | Duration: 0 days 12:00:00
955,Moscow,Russia,Damascus,Syria,148,Economy,1,30 kg,1,5/13/2027,12:04:00,0 days 09:00:00,5/13/2027 12:04,Moscow Russia to Damascus Syria | Class: Economy | Price: 148 | Departure: 2027-05-13 12:04:00 | Duration: 0 days 09:00:00
955,Moscow,Russia,Damascus,Syria,148,Business,2,40 kg,2,5/13/2027,12:04:00,0 days 09:00:00,5/13/2027 12:04,Moscow Russia to Damascus Syria | Class: Business | Price: 148 | Departure: 2027-05-13 12:04:00 | Duration: 0 days 09:00:00
975,Moscow,Russia,Damascus,Syria,128,Economy,1,30 kg,1,6/2/2027,9:36:00,0 days 01:00:00,6/2/2027 9:36,Moscow Russia to Damascus Syria | Class: Economy | Price: 128 | Departure: 2027-06-02 09:36:00 | Duration: 0 days 01:00:00
975,Moscow,Russia,Damascus,Syria,128,Business,2,40 kg,2,6/2/2027,9:36:00,0 days 01:00:00,6/2/2027 9:36,Moscow Russia to Damascus Syria | Class: Business | Price: 128 | Departure: 2027-06-02 09:36:00 | Duration: 0 days 01:00:00
982,Moscow,Russia,Damascus,Syria,472,Economy,1,30 kg,1,6/9/2027,16:55:00,0 days 12:00:00,6/9/2027 16:55,Moscow Russia to Damascus Syria | Class: Economy | Price: 472 | Departure: 2027-06-09 16:55:00 | Duration: 0 days 12:00:00
982,Moscow,Russia,Damascus,Syria,472,Business,2,40 kg,2,6/9/2027,16:55:00,0 days 12:00:00,6/9/2027 16:55,Moscow Russia to Damascus Syria | Class: Business | Price: 472 | Departure: 2027-06-09 16:55:00 | Duration: 0 days 12:00:00
984,Moscow,Russia,Damascus,Syria,173,Economy,1,30 kg,1,6/11/2027,13:29:00,0 days 01:00:00,6/11/2027 13:29,Moscow Russia to Damascus Syria | Class: Economy | Price: 173 | Departure: 2027-06-11 13:29:00 | Duration: 0 days 01:00:00
984,Moscow,Russia,Damascus,Syria,173,Business,2,40 kg,2,6/11/2027,13:29:00,0 days 01:00:00,6/11/2027 13:29,Moscow Russia to Damascus Syria | Class: Business | Price: 173 | Departure: 2027-06-11 13:29:00 | Duration: 0 days 01:00:00
15,Kuwait,Kuwait Government,Damascus,Syria,350,Economy,1,30 kg,1,10/15/2024,6:17:00,0 days 03:00:00,10/15/2024 6:17,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 350 | Departure: 2024-10-15 06:17:00 | Duration: 0 days 03:00:00
15,Kuwait,Kuwait Government,Damascus,Syria,350,Business,2,40 kg,2,10/15/2024,6:17:00,0 days 03:00:00,10/15/2024 6:17,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 350 | Departure: 2024-10-15 06:17:00 | Duration: 0 days 03:00:00
18,Kuwait,Kuwait Government,Damascus,Syria,126,Economy,1,30 kg,1,10/18/2024,3:16:00,0 days 04:00:00,10/18/2024 3:16,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 126 | Departure: 2024-10-18 03:16:00 | Duration: 0 days 04:00:00
18,Kuwait,Kuwait Government,Damascus,Syria,126,Business,2,40 kg,2,10/18/2024,3:16:00,0 days 04:00:00,10/18/2024 3:16,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 126 | Departure: 2024-10-18 03:16:00 | Duration: 0 days 04:00:00
28,Kuwait,Kuwait Government,Damascus,Syria,283,Economy,1,30 kg,1,10/28/2024,23:50:00,0 days 16:00:00,10/28/2024 23:50,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 283 | Departure: 2024-10-28 23:50:00 | Duration: 0 days 16:00:00
28,Kuwait,Kuwait Government,Damascus,Syria,283,Business,2,40 kg,2,10/28/2024,23:50:00,0 days 16:00:00,10/28/2024 23:50,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 283 | Departure: 2024-10-28 23:50:00 | Duration: 0 days 16:00:00
45,Kuwait,Kuwait Government,Damascus,Syria,102,Economy,1,30 kg,1,11/14/2024,10:11:00,0 days 11:00:00,11/14/2024 10:11,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 102 | Departure: 2024-11-14 10:11:00 | Duration: 0 days 11:00:00
45,Kuwait,Kuwait Government,Damascus,Syria,102,Business,2,40 kg,2,11/14/2024,10:11:00,0 days 11:00:00,11/14/2024 10:11,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 102 | Departure: 2024-11-14 10:11:00 | Duration: 0 days 11:00:00
69,Kuwait,Kuwait Government,Damascus,Syria,257,Economy,1,30 kg,1,12/8/2024,18:44:00,0 days 05:00:00,12/8/2024 18:44,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 257 | Departure: 2024-12-08 18:44:00 | Duration: 0 days 05:00:00
69,Kuwait,Kuwait Government,Damascus,Syria,257,Business,2,40 kg,2,12/8/2024,18:44:00,0 days 05:00:00,12/8/2024 18:44,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 257 | Departure: 2024-12-08 18:44:00 | Duration: 0 days 05:00:00
189,Kuwait,Kuwait Government,Damascus,Syria,274,Economy,1,30 kg,1,4/7/2025,21:26:00,0 days 13:00:00,4/7/2025 21:26,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 274 | Departure: 2025-04-07 21:26:00 | Duration: 0 days 13:00:00
189,Kuwait,Kuwait Government,Damascus,Syria,274,Business,2,40 kg,2,4/7/2025,21:26:00,0 days 13:00:00,4/7/2025 21:26,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 274 | Departure: 2025-04-07 21:26:00 | Duration: 0 days 13:00:00
244,Kuwait,Kuwait Government,Damascus,Syria,488,Economy,1,30 kg,1,6/1/2025,12:25:00,0 days 11:00:00,6/1/2025 12:25,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 488 | Departure: 2025-06-01 12:25:00 | Duration: 0 days 11:00:00
244,Kuwait,Kuwait Government,Damascus,Syria,488,Business,2,40 kg,2,6/1/2025,12:25:00,0 days 11:00:00,6/1/2025 12:25,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 488 | Departure: 2025-06-01 12:25:00 | Duration: 0 days 11:00:00
265,Kuwait,Kuwait Government,Damascus,Syria,100,Economy,1,30 kg,1,6/22/2025,9:13:00,0 days 04:00:00,6/22/2025 9:13,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 100 | Departure: 2025-06-22 09:13:00 | Duration: 0 days 04:00:00
265,Kuwait,Kuwait Government,Damascus,Syria,100,Business,2,40 kg,2,6/22/2025,9:13:00,0 days 04:00:00,6/22/2025 9:13,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 100 | Departure: 2025-06-22 09:13:00 | Duration: 0 days 04:00:00
268,Kuwait,Kuwait Government,Damascus,Syria,413,Economy,1,30 kg,1,6/25/2025,3:35:00,0 days 03:00:00,6/25/2025 3:35,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 413 | Departure: 2025-06-25 03:35:00 | Duration: 0 days 03:00:00
268,Kuwait,Kuwait Government,Damascus,Syria,413,Business,2,40 kg,2,6/25/2025,3:35:00,0 days 03:00:00,6/25/2025 3:35,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 413 | Departure: 2025-06-25 03:35:00 | Duration: 0 days 03:00:00
280,Kuwait,Kuwait Government,Damascus,Syria,243,Economy,1,30 kg,1,7/7/2025,17:32:00,0 days 05:00:00,7/7/2025 17:32,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 243 | Departure: 2025-07-07 17:32:00 | Duration: 0 days 05:00:00
280,Kuwait,Kuwait Government,Damascus,Syria,243,Business,2,40 kg,2,7/7/2025,17:32:00,0 days 05:00:00,7/7/2025 17:32,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 243 | Departure: 2025-07-07 17:32:00 | Duration: 0 days 05:00:00
301,Kuwait,Kuwait Government,Damascus,Syria,465,Economy,1,30 kg,1,7/28/2025,18:36:00,0 days 03:00:00,7/28/2025 18:36,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 465 | Departure: 2025-07-28 18:36:00 | Duration: 0 days 03:00:00
301,Kuwait,Kuwait Government,Damascus,Syria,465,Business,2,40 kg,2,7/28/2025,18:36:00,0 days 03:00:00,7/28/2025 18:36,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 465 | Departure: 2025-07-28 18:36:00 | Duration: 0 days 03:00:00
325,Kuwait,Kuwait Government,Damascus,Syria,219,Economy,1,30 kg,1,8/21/2025,19:16:00,0 days 18:00:00,8/21/2025 19:16,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 219 | Departure: 2025-08-21 19:16:00 | Duration: 0 days 18:00:00
325,Kuwait,Kuwait Government,Damascus,Syria,219,Business,2,40 kg,2,8/21/2025,19:16:00,0 days 18:00:00,8/21/2025 19:16,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 219 | Departure: 2025-08-21 19:16:00 | Duration: 0 days 18:00:00
463,Kuwait,Kuwait Government,Damascus,Syria,142,Economy,1,30 kg,1,1/6/2026,9:50:00,0 days 07:00:00,1/6/2026 9:50,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 142 | Departure: 2026-01-06 09:50:00 | Duration: 0 days 07:00:00
463,Kuwait,Kuwait Government,Damascus,Syria,142,Business,2,40 kg,2,1/6/2026,9:50:00,0 days 07:00:00,1/6/2026 9:50,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 142 | Departure: 2026-01-06 09:50:00 | Duration: 0 days 07:00:00
517,Kuwait,Kuwait Government,Damascus,Syria,313,Economy,1,30 kg,1,3/1/2026,8:52:00,0 days 12:00:00,3/1/2026 8:52,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 313 | Departure: 2026-03-01 08:52:00 | Duration: 0 days 12:00:00
517,Kuwait,Kuwait Government,Damascus,Syria,313,Business,2,40 kg,2,3/1/2026,8:52:00,0 days 12:00:00,3/1/2026 8:52,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 313 | Departure: 2026-03-01 08:52:00 | Duration: 0 days 12:00:00
568,Kuwait,Kuwait Government,Damascus,Syria,288,Economy,1,30 kg,1,4/21/2026,2:49:00,0 days 12:00:00,4/21/2026 2:49,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 288 | Departure: 2026-04-21 02:49:00 | Duration: 0 days 12:00:00
568,Kuwait,Kuwait Government,Damascus,Syria,288,Business,2,40 kg,2,4/21/2026,2:49:00,0 days 12:00:00,4/21/2026 2:49,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 288 | Departure: 2026-04-21 02:49:00 | Duration: 0 days 12:00:00
574,Kuwait,Kuwait Government,Damascus,Syria,385,Economy,1,30 kg,1,4/27/2026,4:00:00,0 days 12:00:00,4/27/2026 4:00,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 385 | Departure: 2026-04-27 04:00:00 | Duration: 0 days 12:00:00
574,Kuwait,Kuwait Government,Damascus,Syria,385,Business,2,40 kg,2,4/27/2026,4:00:00,0 days 12:00:00,4/27/2026 4:00,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 385 | Departure: 2026-04-27 04:00:00 | Duration: 0 days 12:00:00
590,Kuwait,Kuwait Government,Damascus,Syria,355,Economy,1,30 kg,1,5/13/2026,10:43:00,0 days 05:00:00,5/13/2026 10:43,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 355 | Departure: 2026-05-13 10:43:00 | Duration: 0 days 05:00:00
590,Kuwait,Kuwait Government,Damascus,Syria,355,Business,2,40 kg,2,5/13/2026,10:43:00,0 days 05:00:00,5/13/2026 10:43,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 355 | Departure: 2026-05-13 10:43:00 | Duration: 0 days 05:00:00
622,Kuwait,Kuwait Government,Damascus,Syria,280,Economy,1,30 kg,1,6/14/2026,16:53:00,0 days 13:00:00,6/14/2026 16:53,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 280 | Departure: 2026-06-14 16:53:00 | Duration: 0 days 13:00:00
622,Kuwait,Kuwait Government,Damascus,Syria,280,Business,2,40 kg,2,6/14/2026,16:53:00,0 days 13:00:00,6/14/2026 16:53,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 280 | Departure: 2026-06-14 16:53:00 | Duration: 0 days 13:00:00
629,Kuwait,Kuwait Government,Damascus,Syria,207,Economy,1,30 kg,1,6/21/2026,16:36:00,0 days 02:00:00,6/21/2026 16:36,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 207 | Departure: 2026-06-21 16:36:00 | Duration: 0 days 02:00:00
629,Kuwait,Kuwait Government,Damascus,Syria,207,Business,2,40 kg,2,6/21/2026,16:36:00,0 days 02:00:00,6/21/2026 16:36,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 207 | Departure: 2026-06-21 16:36:00 | Duration: 0 days 02:00:00
646,Kuwait,Kuwait Government,Damascus,Syria,325,Economy,1,30 kg,1,7/8/2026,2:53:00,0 days 12:00:00,7/8/2026 2:53,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 325 | Departure: 2026-07-08 02:53:00 | Duration: 0 days 12:00:00
646,Kuwait,Kuwait Government,Damascus,Syria,325,Business,2,40 kg,2,7/8/2026,2:53:00,0 days 12:00:00,7/8/2026 2:53,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 325 | Departure: 2026-07-08 02:53:00 | Duration: 0 days 12:00:00
648,Kuwait,Kuwait Government,Damascus,Syria,135,Economy,1,30 kg,1,7/10/2026,2:11:00,0 days 12:00:00,7/10/2026 2:11,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 135 | Departure: 2026-07-10 02:11:00 | Duration: 0 days 12:00:00
648,Kuwait,Kuwait Government,Damascus,Syria,135,Business,2,40 kg,2,7/10/2026,2:11:00,0 days 12:00:00,7/10/2026 2:11,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 135 | Departure: 2026-07-10 02:11:00 | Duration: 0 days 12:00:00
666,Kuwait,Kuwait Government,Damascus,Syria,243,Economy,1,30 kg,1,7/28/2026,19:16:00,0 days 14:00:00,7/28/2026 19:16,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 243 | Departure: 2026-07-28 19:16:00 | Duration: 0 days 14:00:00
666,Kuwait,Kuwait Government,Damascus,Syria,243,Business,2,40 kg,2,7/28/2026,19:16:00,0 days 14:00:00,7/28/2026 19:16,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 243 | Departure: 2026-07-28 19:16:00 | Duration: 0 days 14:00:00
674,Kuwait,Kuwait Government,Damascus,Syria,275,Economy,1,30 kg,1,8/5/2026,5:25:00,0 days 08:00:00,8/5/2026 5:25,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 275 | Departure: 2026-08-05 05:25:00 | Duration: 0 days 08:00:00
674,Kuwait,Kuwait Government,Damascus,Syria,275,Business,2,40 kg,2,8/5/2026,5:25:00,0 days 08:00:00,8/5/2026 5:25,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 275 | Departure: 2026-08-05 05:25:00 | Duration: 0 days 08:00:00
688,Kuwait,Kuwait Government,Damascus,Syria,407,Economy,1,30 kg,1,8/19/2026,12:41:00,0 days 09:00:00,8/19/2026 12:41,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 407 | Departure: 2026-08-19 12:41:00 | Duration: 0 days 09:00:00
688,Kuwait,Kuwait Government,Damascus,Syria,407,Business,2,40 kg,2,8/19/2026,12:41:00,0 days 09:00:00,8/19/2026 12:41,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 407 | Departure: 2026-08-19 12:41:00 | Duration: 0 days 09:00:00
791,Kuwait,Kuwait Government,Damascus,Syria,288,Economy,1,30 kg,1,11/30/2026,3:11:00,0 days 05:00:00,11/30/2026 3:11,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 288 | Departure: 2026-11-30 03:11:00 | Duration: 0 days 05:00:00
791,Kuwait,Kuwait Government,Damascus,Syria,288,Business,2,40 kg,2,11/30/2026,3:11:00,0 days 05:00:00,11/30/2026 3:11,Kuwait Kuwait Government to Damascus Syria | Class: Business | Price: 288 | Departure: 2026-11-30 03:11:00 | Duration: 0 days 05:00:00
796,Kuwait,Kuwait Government,Damascus,Syria,271,Economy,1,30 kg,1,12/5/2026,7:00:00,0 days 05:00:00,12/5/2026 7:00,Kuwait Kuwait Government to Damascus Syria | Class: Economy | Price: 271 | Departure: 2026-12-05 07:00:00 | Duration: 0 days 05:00:00
